DEPT,ECGR,ATRX,ATRT,NPHI,CAL1,HDAR,HROM,DTSM,DTCO
1415,15.0916,0.5695,0.5302,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1415.5,11.9343,0.52,0.48,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1416,10.248,0.3803,0.4003,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1416.5,17.1563,0.37,0.3498,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1417,12.1286,0.4209,0.3905,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1417.5,18.0531,0.53,0.54,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1418,9.8819,0.6111,0.6305,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1418.5,16.0235,0.7192,0.7294,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1419,15.6619,0.6018,0.6015,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1419.5,13.0524,0.6605,0.6103,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1420,11.5538,0.6599,0.6296,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1420.5,16.5692,0.5917,0.7693,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1421,10.0608,0.5257,0.8546,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1421.5,17.896,0.54,0.68,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1422,17.8856,0.4513,0.5107,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1422.5,13.7886,0.7091,0.6396,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1423,14.7272,0.9377,0.6395,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1423.5,11.3713,1.0195,0.59,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1424,13.2351,0.3194,0.3302,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1424.5,12.2987,0.2899,0.3199,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1425,10.6252,0.2792,0.3394,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1425.5,18.0781,0.28,0.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1426,12.6854,0.2525,0.3111,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1426.5,20.2968,0.35,0.34,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1427,16.0335,0.37,0.35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1427.5,17.5296,0.4098,0.4099,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1428,12.6704,0.3703,0.3897,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1428.5,16.5938,0.3802,0.381,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1429,17.5134,0.44,0.47,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1429.5,13.0464,0.3601,0.3801,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1430,18.4519,0.3004,0.3402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1430.5,13.0464,0.3097,0.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1431,19.015,0.3407,0.3702,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1431.5,6.7074,0.3699,0.3899,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1432,18.266,0.3501,0.3601,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1432.5,7.8295,0.3403,0.3506,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1433,15.2726,0.36,0.36,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1433.5,18.2689,0.38,0.4,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1434,17.7003,0.4297,0.4894,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1434.5,14.3494,0.7003,0.7207,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1435,16.401,0.4953,0.525,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1435.5,15.6524,0.3588,0.379,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1436,15.6658,0.33,0.37,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1436.5,9.503,0.35,0.37,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1437,23.4922,0.3302,0.3305,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1437.5,21.0674,0.3114,0.3111,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1438,13.7886,0.4903,0.4217,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1438.5,13.0492,0.5391,0.529,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1439,10.6286,0.39,0.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1439.5,17.8772,0.4292,0.4197,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1440,13.0436,0.3906,0.3903,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1440.5,18.6434,0.32,0.35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1441,17.5336,0.3299,0.3699,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1441.5,10.8088,0.3899,0.4002,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1442,18.8445,0.4191,0.4489,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1442.5,9.8719,0.3998,0.42,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1443,18.6378,0.3801,0.41,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1443.5,11.0064,0.36,0.38,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1444,21.0406,0.37,0.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1444.5,15.4707,0.3603,0.3806,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1445,19.3866,0.39,0.41,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1445.5,11.1869,0.461,0.501,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1446,15.2785,0.4706,0.471,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1446.5,13.9923,0.3905,0.4008,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1447,17.3292,0.3805,0.3905,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1447.5,23.8631,0.3798,0.3898,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1448,19.7611,0.37,0.38,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1448.5,11.1799,0.4096,0.4098,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1449,15.4628,0.4094,0.3996,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1449.5,18.4505,0.475,0.4648,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1450,18.0864,0.4994,0.4497,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1450.5,13.4421,0.49,0.42,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1451,17.6975,0.5693,0.4499,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1451.5,13.6017,0.6,0.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1452,12.306,0.45,0.43,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1452.5,10.2536,0.41,0.42,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1453,11.9248,0.45,0.44,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1453.5,13.9867,0.59,0.5502,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1454,10.7982,0.4803,0.4805,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1454.5,15.6591,0.4402,0.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1455,17.709,0.44,0.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1455.5,21.466,0.4398,0.4398,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1456,20.3085,0.45,0.47,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1456.5,14.1669,0.4303,0.4405,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1457,15.2874,0.4402,0.4601,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1457.5,6.1493,0.4398,0.4398,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1458,15.0944,0.41,0.4002,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1458.5,20.5044,0.7329,0.7034,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1459,10.9972,0.5691,0.5196,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1459.5,19.9502,0.42,0.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1460,10.6269,0.4699,0.4899,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1460.5,16.774,0.4596,0.46,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1461,11.1838,0.5,0.53,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1461.5,18.8292,0.49,0.48,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1462,12.4856,0.37,0.42,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1462.5,13.0492,0.4097,0.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1463,15.6524,0.4298,0.4598,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1463.5,12.6706,0.4712,0.4912,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1464,15.8477,0.4901,0.5103,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1464.5,15.1,0.54,0.56,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1465,14.1697,0.4999,0.51,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1465.5,13.7886,0.5005,0.4908,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1466,15.6742,0.4994,0.4996,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1466.5,13.0409,0.45,0.47,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1467,22.3653,0.47,0.49,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1467.5,8.5756,0.52,0.54,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1468,11.3668,0.5197,0.5303,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1468.5,20.693,0.4797,0.48,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1469,12.1181,0.4702,0.4801,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1469.5,11.3505,0.411,0.4209,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1470,17.7143,0.37,0.4,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1470.5,19.5697,0.4285,0.4585,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1471,16.9582,0.4397,0.4595,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1471.5,14.9074,0.4199,0.4499,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1472,9.8814,0.4302,0.4304,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1472.5,17.5011,0.37,0.41,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1473,24.6063,0.36,0.4395,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1473.5,15.4654,0.34,0.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1474,15.466,0.7398,0.48,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1474.5,14.5406,0.64,0.4602,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1475,15.8421,0.4,0.4203,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1475.5,14.9046,0.4003,0.4411,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1476,16.591,0.4399,0.4999,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1476.5,17.3292,0.43,0.49,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1477,16.9716,0.4502,0.4807,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1477.5,8.9428,0.4397,0.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1478,12.4845,0.5903,0.5905,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1478.5,14.7339,0.67,0.69,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1479,23.103,0.67,0.6701,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1479.5,11.1855,0.4322,0.4422,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1480,18.2611,0.44,0.4685,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1480.5,12.1146,0.4099,0.4001,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1481,16.408,0.41,0.43,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1481.5,14.715,0.4695,0.4895,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1482,18.6658,0.5812,0.5815,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1482.5,13.2078,0.3803,0.4006,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1483,19.3894,0.3801,0.4001,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1483.5,8.759,0.4497,0.4697,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1484,15.3054,0.47,0.48,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1484.5,22.3653,0.5095,0.5398,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1485,18.0764,0.4194,0.4394,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1485.5,9.8898,0.3299,0.3699,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1486,10.2424,0.23,0.29,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1486.5,15.0916,0.2102,0.29,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1487,21.439,0.21,0.3103,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1487.5,19.3934,0.23,0.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1488,14.3466,0.2802,0.3899,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1488.5,10.0678,0.3299,0.3701,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1489,10.6286,0.3297,0.3794,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1489.5,16.3895,0.45,0.49,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1490,15.2847,0.439,0.4394,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1490.5,16.4209,0.35,0.37,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1491,10.7904,0.399,0.4192,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1491.5,11.9315,0.4893,0.4993,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1492,13.9843,0.45,0.46,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1492.5,8.7497,0.4596,0.4796,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1493,14.5308,0.3501,0.38,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1493.5,21.4334,0.5378,0.5874,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1494,9.6933,0.7194,0.69,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1494.5,14.3461,0.45,0.46,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1495,14.7244,0.4003,0.4102,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1495.5,16.9556,0.44,0.4401,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1496,13.6095,0.43,0.44,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1496.5,13.7886,0.4488,0.4394,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1497,11.3741,0.3502,0.3802,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1497.5,13.2395,0.37,0.41,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1498,17.3214,0.3602,0.4198,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1498.5,16.5843,0.281,0.331,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1499,14.5414,0.3,0.3497,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1499.5,19.015,0.2906,0.321,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1500,17.3292,0.39,0.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1500.5,23.117,0.39,0.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1501,8.945,0.3215,0.3515,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1501.5,18.0831,0.361,0.421,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1502,8.0103,0.4711,0.4913,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1502.5,13.9867,0.5102,0.5204,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1503,17.6975,0.36,0.37,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1503.5,15.6619,0.3625,0.3722,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1504,18.0742,0.51,0.52,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1504.5,16.9668,0.48,0.47,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1505,22.0009,0.4905,0.501,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1505.5,15.4654,0.43,0.43,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1506,14.5442,0.4811,0.5008,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1506.5,15.4733,0.41,0.4202,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1507,8.7581,0.4299,0.4499,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1507.5,13.6095,0.48,0.49,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1508,20.8877,0.42,0.42,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1508.5,15.6457,0.451,0.4809,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1509,12.1118,0.54,0.54,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1509.5,19.0206,0.5399,0.5499,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1510,18.6378,0.58,0.59,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1510.5,18.8219,0.6165,0.5945,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1511,14.1798,0.8718,0.6707,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1511.5,13.5939,1.5003,0.8601,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1512,9.3189,1.2516,0.7707,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1512.5,11.9315,1.1973,0.7088,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1513,11.1826,0.62,0.54,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1513.5,9.1342,0.81,0.75,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1514,12.4918,0.62,0.55,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1514.5,13.802,0.3799,0.3798,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1515,9.1308,0.4405,0.391,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1515.5,10.6252,0.3798,0.34,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1516,15.2785,0.42,0.4,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1516.5,22.5476,0.65,0.61,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1517,12.306,0.3203,0.3402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1517.5,11.3755,0.3,0.31,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1518,9.8941,0.3006,0.3407,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1518.5,10.7982,0.5384,0.6186,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1519,5.9624,0.34,0.44,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1519.5,15.8449,0.19,0.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1520,12.3032,0.26,0.3097,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1520.5,12.4856,0.2814,0.3613,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1521,12.4979,0.3301,0.4599,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1521.5,12.8701,0.3204,0.4006,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1522,18.6378,0.3002,0.3304,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1522.5,11.5509,0.3105,0.3304,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1523,13.9852,0.3406,0.3808,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1523.5,16.7712,0.3798,0.3898,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1524,19.751,0.3392,0.3595,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1524.5,11.9336,0.8179,0.7179,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1525,15.102,0.44,0.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1525.5,5.9624,1.01,0.81,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1526,10.9996,0.4906,0.4206,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1526.5,16.2283,0.4593,0.4288,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1527,9.8663,0.68,0.61,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1527.5,11.3713,1.0886,0.9005,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1528,18.448,0.79,0.77,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1528.5,12.6776,0.6516,0.6211,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1529,14.1597,0.77,0.81,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1529.5,10.9996,0.68,0.7,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1530,17.9074,0.4998,0.5802,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1530.5,11.542,0.48,0.73,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1531,7.4523,0.4317,0.5927,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1531.5,12.4918,0.42,0.56,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1532,17.1484,0.3602,0.4195,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1532.5,13.0408,0.3701,0.4295,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1533,13.6095,0.3799,0.3899,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1533.5,8.5801,0.5782,0.5282,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1534,12.2942,0.7202,0.6384,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1534.5,17.7031,0.5,0.46,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1535,10.2592,0.5502,0.5103,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1535.5,11.1757,0.9082,0.8587,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1536,17.8984,0.9728,0.9712,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1536.5,17.5228,0.9773,0.9778,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1537,15.8509,0.7904,0.8802,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1537.5,10.9862,1.12,1.04,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1538,15.8393,2.43,1.42,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1538.5,17.8973,1.6422,1.1794,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1539,17.337,1.3844,1.0965,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1539.5,15.6524,0.6965,0.6266,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1540,11.1854,0.4001,0.41,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1540.5,17.5333,0.3902,0.3804,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1541,11.7361,0.3985,0.418,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1541.5,14.1597,0.3498,0.3502,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1542,13.9895,0.4002,0.3802,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1542.5,18.6378,0.4103,0.4,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1543,11.928,0.4097,0.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1543.5,7.6437,0.3906,0.3606,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1544,17.3156,0.4315,0.4603,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1544.5,12.4846,0.5999,0.5598,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1545,12.1152,0.4502,0.5306,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1545.5,8.7614,0.3207,0.3815,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1546,13.2395,0.3496,0.3698,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1546.5,14.3461,0.3299,0.3599,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1547,23.3109,0.26,0.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1547.5,17.5134,0.2695,0.3495,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1548,18.8494,0.25,0.3395,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1548.5,17.8973,0.21,0.3,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1549,14.1625,0.2806,0.3602,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1549.5,21.4422,0.3898,0.3997,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1550,16.9655,0.4094,0.3897,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1550.5,23.1075,0.4,0.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1551,18.8292,0.3602,0.3402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1551.5,24.9713,0.3899,0.3699,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1552,24.4177,0.4199,0.3799,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1552.5,17.8908,0.4298,0.3604,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1553,16.6044,0.3613,0.3805,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1553.5,22.7247,0.3899,0.3799,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1554,15.4654,0.36,0.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1554.5,15.1016,0.4,0.4,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1555,23.1198,0.38,0.3503,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1555.5,23.4825,0.3503,0.38,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1556,13.9783,0.3397,0.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1556.5,12.3076,0.231,0.31,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1557,19.5613,0.2392,0.3595,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1557.5,11.9283,0.2192,0.3095,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1558,20.5071,0.2193,0.3088,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1558.5,7.8262,0.21,0.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1559,16.4051,0.1701,0.2499,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
