DEPT,ECGR,ATRX,ATRT,NPHI,CAL1,HDAR,HROM,DTSM,DTCO
2304.5,22.3821,18.3047,20.1361,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2305,21.9759,12.6495,13.9174,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2305.5,22.357,10.9573,11.964,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2306,16.2283,11.5944,12.0041,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2306.5,23.2749,10.6511,11.0704,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2307,26.4768,11.5086,11.9383,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2307.5,18.4414,10.61,10.822,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2308,16.4051,9.0022,9.7814,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2308.5,24.0713,8.4419,9.1316,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2309,11.3579,13.6,13.74,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2309.5,23.8658,19.103,17.5674,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2310,21.2571,18.8458,18.3879,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2310.5,22.0026,16.1482,16.8638,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2311,16.5943,18.3845,19.1395,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2311.5,15.8337,19.1757,19.1001,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2312,15.8449,17.8821,18.6416,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2312.5,23.8954,16.3138,17.1196,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2313,24.7637,15.1359,15.6598,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2313.5,15.6626,11.9619,12.6411,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2314,21.0892,8.9952,9.3942,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2314.5,16.9492,7.5023,7.9023,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2315,21.288,7.9751,8.3117,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2315.5,16.3791,10.1959,10.3555,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2316,20.6902,11.4489,11.5394,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2316.5,14.5571,11.2652,12.081,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2317,22.5366,14.6837,14.6493,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2317.5,18.0803,14.4357,14.2656,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2318,15.2813,11.0182,11.5387,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2318.5,16.9553,10.4692,11.3786,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2319,17.168,12.258,12.4735,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2319.5,19.0116,14.4942,14.6102,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2320,24.4104,15.5857,15.4263,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2320.5,19.578,12.63,12.67,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2321,15.4732,8.7608,9.3408,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2321.5,16.2143,7.3342,7.755,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2322,12.8619,7.0932,7.5553,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2322.5,13.9778,10.0276,10.5138,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2323,17.5184,18.6286,17.5609,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2323.5,16.5745,16.3261,16.788,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2324,17.6965,14.9203,16.3655,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2324.5,10.6313,16.674,18.2078,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2325,16.5776,18.0919,18.5976,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2325.5,27.5962,16.7961,18.5449,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2326,23.6607,17.85,19.1118,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2326.5,15.4724,18.0548,19.389,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2327,11.374,17.2896,18.023,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2327.5,17.8872,15.5369,16.2181,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2328,18.448,14.1546,14.8021,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2328.5,17.7226,13.5635,13.9242,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2329,11.7434,11.5668,12.2295,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2329.5,15.4654,10.8355,11.7485,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2330,16.2015,15.7177,15.7849,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2330.5,22.7425,17.3491,17.2772,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2331,15.6646,15.7811,16.4582,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2331.5,18.2583,14.0189,15.5952,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2332,19.1874,20.4109,21.0814,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2332.5,19.7851,22.8056,23.137,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2333,16.207,26.9992,27.1648,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2333.5,14.7205,24.7115,24.2838,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2334,22.1974,17.3239,18.4862,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2334.5,19.3841,15.0298,16.3281,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2335,13.6016,14.1588,14.6619,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2335.5,13.9727,11.7876,11.3698,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2336,21.4334,8.089,8.0747,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2336.5,17.5228,4.3884,4.6076,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2337,22.5439,3.245,3.5878,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2337.5,23.4886,8.7565,8.233,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2338,17.8872,11.229,10.1637,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2338.5,20.689,9.7418,9.7642,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2339,15.2824,9.4705,9.758,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2339.5,18.6545,11.73,11.27,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2340,18.269,11.8223,11.5588,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2340.5,20.8642,13.8388,13.5147,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2341,15.4811,12.8475,12.4602,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2341.5,11.9248,9.607,9.9982,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2342,15.0943,7.9676,8.1814,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2342.5,18.9971,4.3973,4.6349,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2343,14.3466,2.5375,2.6129,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2343.5,17.8973,6,5.93,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2344,24.4105,3.57,3.7,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2344.5,17.147,10.8387,11.3662,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2345,8.95,9.9109,10.4591,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2345.5,11.7226,9.2478,9.7259,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2346,17.5217,7.7844,8.014,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2346.5,12.1285,5.8285,5.969,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2347,14.518,5.4682,5.7003,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2347.5,11.3673,4.604,4.6037,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2348,16.9716,3.282,3.2526,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2348.5,17.8703,2.6602,2.7198,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2349,23.6683,2.5103,2.6199,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2349.5,15.8414,1.9711,1.931,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2350,15.6591,3.2018,3.3332,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2350.5,19.9379,5.7265,5.6156,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2351,13.8088,5.4,5.38,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2351.5,14.5423,5.2181,5.9177,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2352,13.4236,8.5238,8.714,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2352.5,30.9538,8.9117,8.4128,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2353,30.3467,2.5162,2.6259,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2353.5,17.5352,2.4333,2.5933,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2354,19.1852,3.9668,3.8287,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2354.5,18.8107,3.0462,2.9317,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2355,18.6585,1.8124,1.8527,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2355.5,22.1624,2.3229,2.3825,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2356,20.3266,2.8498,2.8001,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2356.5,21.8202,2.9382,3.0064,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2357,27.2,4.2838,4.325,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2357.5,21.6148,4.279,4.2392,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2358,23.3224,2.1787,2.1788,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2358.5,19.7488,1.84,1.93,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2359,23.3028,2.023,1.9554,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2359.5,33.731,1.4647,1.4766,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2360,23.2916,2.9423,2.9301,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2360.5,21.4418,1.4809,1.7014,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2361,25.1582,1.2578,1.2394,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2361.5,16.7712,1.7785,2.4799,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2362,32.0642,5.6093,5.2996,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2362.5,26.8372,4.9011,5.3616,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2363,33.3555,6.5567,7.0268,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2363.5,33.9202,7.4714,7.4628,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2364,11.3712,7.2574,7.4761,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2364.5,23.8468,6.5761,6.8145,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2365,9.7031,4.6972,4.8073,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2365.5,15.8571,4.08,4.2,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2366,18.077,4.682,4.6534,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2366.5,14.7205,5.249,5.186,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2367,19.7494,5.1604,5.1808,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2367.5,19.5724,6.1191,6.3281,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2368,14.5582,7.3391,7.3987,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2368.5,21.4167,7.122,7.4565,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2369,20.309,7.5204,7.9292,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2369.5,18.6462,7.242,7.3888,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2370,17.6892,4.75,4.83,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2370.5,20.6862,3.3259,3.3575,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2371,14.927,2.9206,3.01,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2371.5,24.3948,3.9043,3.9922,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2372,16.9654,4.9109,4.7617,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2372.5,18.2622,5.3887,5.409,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2373,16.0335,5.3792,5.3889,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2373.5,16.7723,5.5864,5.6558,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2374,16.7768,5.4971,5.536,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2374.5,20.8743,4.9813,5.0408,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2375,13.8104,5.1099,5.0603,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2375.5,19.1852,3.891,3.8974,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2376,16.7799,3.885,3.9832,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2376.5,8.9495,4.2978,4.1888,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2377,20.6751,4.2904,4.2803,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2377.5,16.9682,3.9343,3.8945,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2378,16.5882,3.6976,3.8863,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2378.5,23.2888,4.2172,4.2597,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2379,15.8449,4.137,4.2871,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2379.5,8.5729,3.6906,3.8505,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2380,18.6322,4.1003,4.2402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2380.5,22.7425,4.7394,4.7286,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2381,19.3838,4.44,4.3804,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2381.5,29.826,4.63,4.55,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2382,20.5004,3.9703,3.8605,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2382.5,17.8973,3.512,3.6216,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2383,13.2322,2.6992,2.7397,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2383.5,12.8567,2.9584,2.988,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2384,30.1943,2.6899,2.6699,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2384.5,15.8449,2.6001,2.6695,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2385,12.8567,2.6636,2.6236,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2385.5,25.3323,2.4276,2.4176,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2386,21.6248,2.2991,2.2697,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2386.5,12.6881,2.1801,2.2201,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2387,24.7815,2.0682,2.128,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2387.5,15.8415,2.3182,2.3487,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2388,16.0335,2.0588,2.08,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2388.5,17.5161,2.4302,2.5701,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2389,15.2869,2.63,2.67,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2389.5,17.1582,2.4409,2.5102,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2390,18.9888,2.8194,2.9091,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2390.5,6.5242,3.3275,3.3885,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2391,9.8814,3.3497,3.4797,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2391.5,10.7982,3.0317,3.082,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2392,19.5752,2.8194,2.88,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2392.5,13.4326,2.7418,2.8209,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2393,21.7928,2.4716,2.5819,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2393.5,20.5049,2.6198,2.7499,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2394,13.4242,2.5605,2.6604,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2394.5,18.6378,2.5822,2.6429,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2395,9.5058,2.7725,2.842,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2395.5,11.7614,3.2121,3.2917,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2396,15.0882,3.3294,3.3296,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2396.5,16.0335,2.6169,2.6377,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2397,10.8216,1.9782,2.0879,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2397.5,12.2892,1.9507,2.0305,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2398,16.2193,2.4431,2.5128,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2398.5,25.1638,2.8006,2.7806,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2399,24.0366,2.0962,2.1748,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2399.5,17.1512,1.6975,1.7278,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2400,17.8939,1.6503,1.6195,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2400.5,21.2409,1.76,1.78,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2401,21.8134,1.5414,1.5119,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2401.5,23.8524,1.2484,1.2878,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2402,20.3293,1.4688,1.469,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2402.5,22.9178,1.4009,1.4306,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2403,20.1221,1.5098,1.5397,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2403.5,15.8449,1.2907,1.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2404,15.6568,1.694,1.7264,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2404.5,16.7796,1.4705,1.4703,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2405,24.9685,1.8776,1.7988,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2405.5,18.4631,1.5803,1.6505,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2406,23.8496,1.0414,1.1493,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2406.5,17.8959,0.86,0.929,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2407,21.7989,1.1124,1.122,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2407.5,28.123,0.61,0.6001,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2408,21.9993,0.7094,0.6997,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2408.5,19.5752,0.8719,0.8716,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2409,13.7914,0.7192,0.6995,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2409.5,17.1451,0.6899,0.6698,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2410,16.4051,0.6406,0.6506,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2410.5,13.9755,0.6609,0.661,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2411,18.4547,0.6395,0.6692,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2411.5,10.9946,0.6,0.61,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2412,17.6947,0.6694,0.6689,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2412.5,11.9315,0.8894,0.9093,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2413,16.7813,0.8506,0.7908,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2413.5,24.4096,0.868,0.838,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2414,21.9831,0.802,0.822,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2414.5,25.911,0.8399,0.8099,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2415,12.3074,0.8196,0.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2415.5,10.6252,0.8598,0.8597,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2416,19.015,1.1312,1.0906,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2416.5,22.9205,1.4395,1.3095,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2417,12.1173,1.0407,0.9507,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2417.5,15.0988,0.8701,0.8801,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2418,19.751,0.7523,0.7225,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2418.5,11.9265,0.81,0.8102,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2419,17.1512,1.0826,1.1833,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2419.5,20.1154,1.33,1.49,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2420,16.5937,0.9839,1.0344,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2420.5,27.0524,0.7892,0.8092,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2421,16.591,0.6698,0.6695,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2421.5,22.3625,0.6814,0.6814,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2422,18.6328,1.0687,1.0786,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2422.5,23.4886,0.8627,0.9217,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2423,29.2742,0.62,0.6297,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2423.5,21.9729,0.7402,0.7402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2424,11.3668,0.6402,0.6302,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2424.5,21.6349,0.6898,0.6998,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2425,17.6975,0.9098,0.92,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2425.5,28.5119,0.8123,0.8129,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2426,24.0656,1.04,1.0201,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2426.5,15.6457,1.41,1.4299,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2427,22.3709,1.301,1.3205,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2427.5,19.7824,0.8882,0.8879,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2428,21.2231,0.7416,0.7314,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2428.5,19.9379,0.7903,0.7602,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2429,22.0262,0.8299,0.8298,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2429.5,25.6792,0.8305,0.8602,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2430,16.7712,0.8197,0.8197,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2430.5,10.9996,0.7795,0.7595,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2431,17.332,0.71,0.7,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2431.5,16.7834,0.66,0.67,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2432,24.4194,0.5904,0.6002,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2432.5,19.751,0.5495,0.5595,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2433,20.6929,0.54,0.5499,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2433.5,18.832,0.58,0.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2434,17.3292,0.5799,0.5799,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2434.5,30.9437,0.59,0.5997,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2435,23.1117,0.6997,0.6897,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2435.5,25.7134,0.66,0.6403,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2436,25.7179,0.6001,0.6002,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2436.5,25.3524,0.5698,0.5698,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2437,16.9626,0.57,0.56,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2437.5,20.5071,0.55,0.5498,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2438,23.6744,0.52,0.52,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2438.5,20.8698,0.55,0.55,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2439,17.5161,0.59,0.5898,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2439.5,30.9728,0.5292,0.5195,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2440,16.2098,0.5402,0.5402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2440.5,16.7768,0.61,0.6101,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2441,27.7787,0.6498,0.6598,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2441.5,32.9588,0.7778,0.7775,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2442,35.2462,2.0623,2.1198,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2442.5,19.0104,2.1305,2.1911,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2443,11.3668,2.3996,2.4896,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2443.5,19.006,2.3796,2.36,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2444,21.4547,2.5907,2.7018,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2444.5,20.6729,1.8839,1.8512,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2445,23.8524,4.0075,4.195,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2445.5,16.7796,2.3323,2.33,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2446,19.3732,1.8216,1.8419,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2446.5,15.4732,1.7106,1.7509,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2447,29.9928,1.9597,1.9695,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
2447.5,28.7275,2.1607,2.2206,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
