DEPT,ECGR,ATRT,DTCO,DTSM,RHOB,NPHI
2858.5,11.6311,2.7854,67.5385,-999.25,-999.25,-999.25
2859,12.6326,2.3619,66.1515,-999.25,-999.25,-999.25
2859.5,11.0163,2.1879,63.7782,-999.25,-999.25,-999.25
2860,13.797,2.3054,68.2017,-999.25,-999.25,-999.25
2860.5,13.5779,2.5902,74.5281,-999.25,-999.25,-999.25
2861,14.4934,2.5864,73.2499,-999.25,-999.25,-999.25
2861.5,14.0399,3.5454,66.5309,-999.25,-999.25,-999.25
2862,16.0349,3.7077,57.8618,-999.25,-999.25,-999.25
2862.5,16.3104,3.4873,57.5677,-999.25,-999.25,-999.25
2863,13.7945,2.8121,60.1488,-999.25,-999.25,-999.25
2863.5,11.653,2.7139,61.9211,-999.25,-999.25,-999.25
2864,11.9591,3.1742,66.2991,-999.25,-999.25,-999.25
2864.5,10.9957,2.0462,63.3166,-999.25,-999.25,-999.25
2865,7.799,1.7824,74.5196,-999.25,-999.25,-999.25
2865.5,9.7844,1.9273,81.7018,-999.25,-999.25,-999.25
2866,10.6107,2.419,64.8163,-999.25,-999.25,-999.25
2866.5,10.4911,2.1427,70.9024,-999.25,-999.25,-999.25
2867,12.3196,3.0231,70.1253,-999.25,-999.25,-999.25
2867.5,13.1741,3.2177,65.3221,-999.25,-999.25,-999.25
2868,13.0571,3.4304,65.2647,-999.25,-999.25,-999.25
2868.5,12.7165,3.6872,67.0342,-999.25,-999.25,-999.25
2869,12.4934,3.85,67.1557,-999.25,-999.25,-999.25
2869.5,13.0927,2.787,66.5889,-999.25,-999.25,-999.25
2870,11.7616,2.1035,68.8413,-999.25,-999.25,-999.25
2870.5,10.7236,2.6687,68.8492,-999.25,-999.25,-999.25
2871,9.4951,3.0394,65.051,-999.25,-999.25,-999.25
2871.5,11.4918,2.6173,65.8103,-999.25,-999.25,-999.25
2872,11.491,2.7948,66.198,-999.25,-999.25,-999.25
2872.5,11.5002,3.1775,64.7378,-999.25,-999.25,-999.25
2873,12.1828,3.4619,60.0429,-999.25,-999.25,-999.25
2873.5,10.6294,3.5103,61.5489,-999.25,-999.25,-999.25
2874,10.7872,3.4097,63.194,-999.25,-999.25,-999.25
2874.5,13.0395,3.1222,64.8143,-999.25,-999.25,-999.25
2875,9.8182,1.4535,66.1416,-999.25,-999.25,-999.25
2875.5,10.4995,1.5586,83.017,-999.25,-999.25,-999.25
2876,12.053,1.4749,82.661,-999.25,-999.25,-999.25
2876.5,11.7299,1.9099,77.7037,-999.25,-999.25,-999.25
2877,11.2054,2.266,74.2499,-999.25,-999.25,-999.25
2877.5,11.6248,2.0679,76.9181,-999.25,-999.25,-999.25
2878,8.2773,2.2304,73.5608,-999.25,-999.25,-999.25
2878.5,10.6354,2.4782,70.9689,-999.25,-999.25,-999.25
2879,10.2567,2.8281,70.4115,-999.25,-999.25,-999.25
2879.5,9.5196,2.8396,69.2254,-999.25,-999.25,-999.25
2880,10.5975,2.4431,67.8368,-999.25,-999.25,-999.25
2880.5,11.3509,2.0637,68.5884,-999.25,-999.25,-999.25
2881,9.9049,1.6692,76.9368,-999.25,-999.25,-999.25
2881.5,9.3884,1.6552,74.9728,-999.25,-999.25,-999.25
2882,8.4604,1.7764,77.2643,-999.25,-999.25,-999.25
2882.5,15.4762,2.4832,73.025,-999.25,-999.25,-999.25
2883,12.5638,2.0716,69.9572,-999.25,-999.25,-999.25
2883.5,11.4276,2.4135,67.6647,-999.25,-999.25,-999.25
2884,11.2774,2.3558,71.053,-999.25,-999.25,-999.25
2884.5,15.2571,2.8777,69.8249,-999.25,-999.25,-999.25
2885,8.9768,1.9356,75.082,-999.25,-999.25,-999.25
2885.5,8.4316,1.9062,77.6114,-999.25,-999.25,-999.25
2886,9.136,1.7628,76.6331,-999.25,-999.25,-999.25
2886.5,9.5684,1.9884,74.1542,-999.25,-999.25,-999.25
2887,9.1709,2.3511,74.127,-999.25,-999.25,-999.25
2887.5,9.7124,3.337,69.1898,-999.25,-999.25,-999.25
2888,7.9404,3.2963,67.8142,-999.25,-999.25,-999.25
2888.5,8.3521,3.0604,67.6759,-999.25,-999.25,-999.25
2889,16.948,3.6102,67.0773,-999.25,-999.25,-999.25
2889.5,16.8503,4.0527,71.5371,-999.25,-999.25,-999.25
2890,12.7178,4.062,73.3977,-999.25,-999.25,-999.25
2890.5,15.9625,4.3213,67.9273,-999.25,-999.25,-999.25
2891,15.7939,4.3564,69.2374,-999.25,-999.25,-999.25
2891.5,17.8841,4.8227,65.8956,-999.25,-999.25,-999.25
2892,15.074,4.6545,66.2097,-999.25,-999.25,-999.25
2892.5,16.0231,3.6565,69.7622,-999.25,-999.25,-999.25
2893,14.7141,3.9574,69.9265,-999.25,-999.25,-999.25
2893.5,16.4841,5.008,69.3548,-999.25,-999.25,-999.25
2894,18.7612,5.6932,67.0461,-999.25,-999.25,-999.25
2894.5,19.8629,7.2607,66.2367,-999.25,-999.25,-999.25
2895,20.4952,7.6646,67.8082,-999.25,-999.25,-999.25
2895.5,21.2142,7.2861,69.1715,-999.25,-999.25,-999.25
2896,18.0021,5.5946,72.2261,-999.25,-999.25,-999.25
2896.5,21.2007,5.9057,67.2204,-999.25,-999.25,-999.25
2897,18.3089,5.3945,66.5835,-999.25,-999.25,-999.25
2897.5,14.7867,5.8998,69.041,-999.25,-999.25,-999.25
2898,15.8941,6.9447,69.041,-999.25,-999.25,-999.25
2898.5,14.8894,6.0108,69.9059,-999.25,-999.25,-999.25
2899,14.6033,6.0742,70.0412,-999.25,-999.25,-999.25
2899.5,12.7203,5.4541,70.0587,-999.25,-999.25,-999.25
2900,11.8426,5.4455,73.2234,-999.25,-999.25,-999.25
2900.5,14.9285,5.2766,73.2464,-999.25,-999.25,-999.25
2901,15.583,4.4922,72.7494,-999.25,-999.25,-999.25
2901.5,17.1132,5.3632,67.06,-999.25,-999.25,-999.25
2902,17.4325,5.4773,68.3669,-999.25,-999.25,-999.25
2902.5,16.604,6.5789,70.9416,-999.25,-999.25,-999.25
2903,17.4278,6.4634,67.8815,-999.25,-999.25,-999.25
2903.5,13.8978,5.3834,68.1043,-999.25,-999.25,-999.25
2904,13.797,6.2059,67.0405,-999.25,-999.25,-999.25
2904.5,15.8891,7.0764,67.0405,-999.25,-999.25,-999.25
2905,15.3542,7.6935,69.0313,-999.25,-999.25,-999.25
2905.5,13.7578,8.3901,67.9799,-999.25,-999.25,-999.25
2906,13.7313,7.2874,66.7445,-999.25,-999.25,-999.25
2906.5,13.9022,5.4097,65.7415,-999.25,-999.25,-999.25
2907,14.6221,5.3806,65.5395,-999.25,-999.25,-999.25
2907.5,14.0166,5.6101,65.5401,-999.25,-999.25,-999.25
2908,16.5902,6.1568,66.4174,-999.25,-999.25,-999.25
2908.5,16.5858,5.6072,68.197,-999.25,-999.25,-999.25
2909,20.2899,5.9348,70.8716,-999.25,-999.25,-999.25
2909.5,21.3011,6.0344,63.6302,-999.25,-999.25,-999.25
2910,17.7593,5.9021,64.2306,-999.25,-999.25,-999.25
2910.5,19.867,5.6519,67.3686,-999.25,-999.25,-999.25
2911,18.4081,5.8231,63.2009,-999.25,-999.25,-999.25
2911.5,15.7871,5.8329,63.8891,-999.25,-999.25,-999.25
2912,13.7331,5.5629,66.0795,-999.25,-999.25,-999.25
2912.5,14.7008,5.0983,69.041,-999.25,-999.25,-999.25
2913,15.3062,5.1334,68.8385,-999.25,-999.25,-999.25
2913.5,18.1191,5.9638,69.5411,-999.25,-999.25,-999.25
2914,27.5632,7.8659,67.0442,-999.25,-999.25,-999.25
2914.5,17.9093,6.9723,67.5423,-999.25,-999.25,-999.25
2915,14.6771,5.6846,69.3127,-999.25,-999.25,-999.25
2915.5,13.5216,5.3892,71.2354,-999.25,-999.25,-999.25
2916,14.6446,5.3504,72.2404,-999.25,-999.25,-999.25
2916.5,14.3012,5.1663,70.3673,-999.25,-999.25,-999.25
2917,16.83,5.1058,69.9298,-999.25,-999.25,-999.25
2917.5,19.4232,6.1528,69.6894,-999.25,-999.25,-999.25
2918,15.4121,6.944,69.5413,-999.25,-999.25,-999.25
2918.5,18.564,7.5306,70.2307,-999.25,-999.25,-999.25
2919,16.1667,7.641,70.2307,-999.25,-999.25,-999.25
2919.5,14.4762,6.245,68.2245,-999.25,-999.25,-999.25
2920,12.7176,4.7884,69.2254,-999.25,-999.25,-999.25
2920.5,14.592,4.7169,70.6428,-999.25,-999.25,-999.25
2921,15.2124,5.2909,71.266,-999.25,-999.25,-999.25
2921.5,15.4309,5.3276,70.2152,-999.25,-999.25,-999.25
2922,14.341,5.5887,67.1235,-999.25,-999.25,-999.25
2922.5,15.6961,5.7728,69.2254,-999.25,-999.25,-999.25
2923,15.8534,6.4401,69.0509,-999.25,-999.25,-999.25
2923.5,18.8757,7.558,67.6314,-999.25,-999.25,-999.25
2924,26.5949,8.1636,63.9215,-999.25,-999.25,-999.25
2924.5,22.8697,8.4491,56.3032,-999.25,-999.25,-999.25
2925,14.6949,6.0254,60.0892,-999.25,-999.25,-999.25
2925.5,12.2483,5.4011,67.6441,-999.25,-999.25,-999.25
2926,13.0828,5.5452,72.0747,-999.25,-999.25,-999.25
2926.5,12.0536,5.4957,70.6169,-999.25,-999.25,-999.25
2927,14.4559,5.1301,69.041,-999.25,-999.25,-999.25
2927.5,13.9178,5.1998,68.467,-999.25,-999.25,-999.25
2928,13.5826,5.3206,68.5324,-999.25,-999.25,-999.25
2928.5,14.3886,5.2462,66.6974,-999.25,-999.25,-999.25
2929,15.7094,5.5633,68.1888,-999.25,-999.25,-999.25
2929.5,14.11,5.63,69.1868,-999.25,-999.25,-999.25
2930,18.0898,7.3735,69.0418,-999.25,-999.25,-999.25
2930.5,19.1211,9.4549,66.2588,-999.25,-999.25,-999.25
2931,19.7481,11.0195,58.8513,-999.25,-999.25,-999.25
2931.5,20.996,10.584,65.1929,-999.25,-999.25,-999.25
2932,22.6386,8.9193,69.8982,-999.25,-999.25,-999.25
2932.5,22.1864,8.2788,71.3516,-999.25,-999.25,-999.25
2933,20.9913,9.6514,67.8701,-999.25,-999.25,-999.25
2933.5,16.4396,11.3812,61.0945,-999.25,-999.25,-999.25
2934,15.241,9.0509,63.5978,-999.25,-999.25,-999.25
2934.5,13.4183,6.2435,67.215,-999.25,-999.25,-999.25
2935,15.3742,5.656,69.8558,-999.25,-999.25,-999.25
2935.5,13.1115,5.5971,72.8416,-999.25,-999.25,-999.25
2936,12.3178,5.3101,73.0705,-999.25,-999.25,-999.25
2936.5,15.1502,5.6833,71.1348,-999.25,-999.25,-999.25
2937,11.3032,4.9045,72.7965,-999.25,-999.25,-999.25
2937.5,10.2053,4.7074,73.247,-999.25,-999.25,-999.25
2938,13.7826,5.168,70.4652,-999.25,-999.25,-999.25
2938.5,11.7531,5.0825,69.0328,-999.25,-999.25,-999.25
2939,13.7218,7.0284,65.464,-999.25,-999.25,-999.25
2939.5,15.8315,8.8627,57.264,-999.25,-999.25,-999.25
2940,15.4355,7.3813,62.2166,-999.25,-999.25,-999.25
2940.5,15.4566,8.8982,61.6807,-999.25,-999.25,-999.25
2941,15.654,9.9128,56.5136,-999.25,-999.25,-999.25
2941.5,12.86,7.6178,58.0383,-999.25,-999.25,-999.25
2942,12.9501,5.8992,63.8017,-999.25,-999.25,-999.25
2942.5,10.9722,4.3055,66.2108,-999.25,-999.25,-999.25
2943,10.8032,6.0257,64.7912,-999.25,-999.25,-999.25
2943.5,13.3964,7.4352,63.9265,-999.25,-999.25,-999.25
2944,13.3557,8.6551,62.7318,-999.25,-999.25,-999.25
2944.5,13.4151,10.1528,59.2431,-999.25,-999.25,-999.25
2945,13.5604,11.0287,57.2636,-999.25,-999.25,-999.25
2945.5,17.7784,8.908,62.5317,-999.25,-999.25,-999.25
2946,18.4544,6.9657,62.1275,-999.25,-999.25,-999.25
2946.5,20.2523,8.6621,51.9287,-999.25,-999.25,-999.25
2947,11.606,6.7963,61.8083,-999.25,-999.25,-999.25
2947.5,10.2073,5.8386,63.092,-999.25,-999.25,-999.25
2948,13.1034,6.7514,64.6896,-999.25,-999.25,-999.25
2948.5,9.3231,4.5296,68.0273,-999.25,-999.25,-999.25
2949,8.7802,4.1985,68.4205,-999.25,-999.25,-999.25
2949.5,10.1459,5.2685,68.7705,-999.25,-999.25,-999.25
2950,12.16,6.4099,66.7834,-999.25,-999.25,-999.25
2950.5,11.904,7.1515,67.5067,-999.25,-999.25,-999.25
2951,11.5278,7.0016,65.5635,-999.25,-999.25,-999.25
2951.5,7.9721,4.8041,71.038,-999.25,-999.25,-999.25
2952,11.9553,6.5461,68.4686,-999.25,-999.25,-999.25
2952.5,10.227,8.979,64.2146,-999.25,-999.25,-999.25
2953,13.5922,11.5015,62.4746,-999.25,-999.25,-999.25
2953.5,22.0262,10.2124,60.5684,-999.25,-999.25,-999.25
2954,18.7061,8.3449,62.9393,-999.25,-999.25,-999.25
2954.5,14.3901,8.0805,61.3935,-999.25,-999.25,-999.25
2955,14.8487,8.406,63.0395,-999.25,-999.25,-999.25
2955.5,16.4168,8.9926,63.8733,-999.25,-999.25,-999.25
2956,12.9582,9.1013,66.8005,-999.25,-999.25,-999.25
2956.5,13.1798,8.4281,64.8089,-999.25,-999.25,-999.25
2957,15.3244,8.6643,63.194,-999.25,-999.25,-999.25
2957.5,14.7235,8.5476,63.194,-999.25,-999.25,-999.25
2958,15.9523,8.8848,63.194,-999.25,-999.25,-999.25
2958.5,15.149,9.158,63.194,-999.25,-999.25,-999.25
2959,14.1585,9.7471,62.0415,-999.25,-999.25,-999.25
2959.5,14.7516,10.3573,62.8171,-999.25,-999.25,-999.25
2960,11.7594,10.9296,64.6265,-999.25,-999.25,-999.25
2960.5,16.1841,11.0147,63.194,-999.25,-999.25,-999.25
2961,17.4707,9.9902,65.0305,-999.25,-999.25,-999.25
2961.5,18.7127,9.7961,65.5401,-999.25,-999.25,-999.25
2962,16.4437,10,65.04,-999.25,-999.25,-999.25
2962.5,15.2366,9.8247,65.04,-999.25,-999.25,-999.25
2963,19.8833,9.1565,65.5401,-999.25,-999.25,-999.25
2963.5,17.3746,8.0755,65.04,-999.25,-999.25,-999.25
2964,12.9676,8.4384,67.0236,-999.25,-999.25,-999.25
2964.5,14.6383,8.663,68.2202,-999.25,-999.25,-999.25
2965,15.6287,8.8588,65.2439,-999.25,-999.25,-999.25
2965.5,15.1679,9.0992,65.2044,-999.25,-999.25,-999.25
2966,13.7112,9.3262,61.6172,-999.25,-999.25,-999.25
2966.5,12.7485,9.2343,63.1886,-999.25,-999.25,-999.25
2967,15.9395,10.0419,63.9286,-999.25,-999.25,-999.25
2967.5,13.3056,9.5067,65.2622,-999.25,-999.25,-999.25
2968,16.6046,9.5053,65.2044,-999.25,-999.25,-999.25
2968.5,13.7563,8.8758,64.1992,-999.25,-999.25,-999.25
2969,15.4809,9.3914,64.5198,-999.25,-999.25,-999.25
2969.5,14.8261,9.2602,63.0232,-999.25,-999.25,-999.25
2970,14.9395,9.0891,61.043,-999.25,-999.25,-999.25
2970.5,12.0004,8.4958,63.1897,-999.25,-999.25,-999.25
2971,13.6624,8.3458,64.2578,-999.25,-999.25,-999.25
2971.5,10.523,7.4003,62.5563,-999.25,-999.25,-999.25
2972,19.4842,7.3964,64.6895,-999.25,-999.25,-999.25
2972.5,16.9301,7.5921,67.6885,-999.25,-999.25,-999.25
2973,13.9848,8.6854,65.6661,-999.25,-999.25,-999.25
2973.5,12.93,9.2378,62.1887,-999.25,-999.25,-999.25
2974,14.8111,7.6636,61.1839,-999.25,-999.25,-999.25
2974.5,13.5716,6.4112,63.559,-999.25,-999.25,-999.25
2975,11.5309,7.915,67.9309,-999.25,-999.25,-999.25
2975.5,14.1131,7.8557,66.6007,-999.25,-999.25,-999.25
2976,9.944,7.5804,67.5406,-999.25,-999.25,-999.25
2976.5,13.2743,7.6417,70.2279,-999.25,-999.25,-999.25
2977,14.8142,7.831,71.0386,-999.25,-999.25,-999.25
2977.5,15.6493,8.1546,69.5433,-999.25,-999.25,-999.25
2978,13.0802,7.7771,67.7198,-999.25,-999.25,-999.25
2978.5,13.2148,8.2111,62.014,-999.25,-999.25,-999.25
2979,17.9536,7.5724,63.0395,-999.25,-999.25,-999.25
2979.5,13.8846,7.2053,64.9633,-999.25,-999.25,-999.25
2980,11.5121,7.6899,66.0222,-999.25,-999.25,-999.25
2980.5,14.1366,8.3924,62.6456,-999.25,-999.25,-999.25
2981,16.8941,8.5352,64.0374,-999.25,-999.25,-999.25
2981.5,12.8643,5.9441,63.639,-999.25,-999.25,-999.25
2982,13.1553,5.9242,62.0404,-999.25,-999.25,-999.25
2982.5,16.6609,6.5724,59.173,-999.25,-999.25,-999.25
2983,14.3072,5.8089,61.2655,-999.25,-999.25,-999.25
2983.5,12.4749,6.7841,70.3242,-999.25,-999.25,-999.25
2984,15.1085,7.7394,62.5383,-999.25,-999.25,-999.25
2984.5,13.1072,5.6728,65.6328,-999.25,-999.25,-999.25
2985,12.0332,5.2957,66.2699,-999.25,-999.25,-999.25
2985.5,14.5795,4.9806,67.4374,-999.25,-999.25,-999.25
2986,13.2837,4.5515,63.2648,-999.25,-999.25,-999.25
2986.5,13.0295,4.7292,62.0393,-999.25,-999.25,-999.25
2987,13.0145,3.8309,65.5364,-999.25,-999.25,-999.25
2987.5,10.5762,5.3426,63.194,-999.25,-999.25,-999.25
2988,15.7163,5.8535,61.3906,-999.25,-999.25,-999.25
2988.5,10.2977,4.0514,64.4338,-999.25,-999.25,-999.25
2989,10.9237,3.8187,68.7224,-999.25,-999.25,-999.25
2989.5,11.8314,4.3781,61.5635,-999.25,-999.25,-999.25
2990,10.0817,4.1491,65.5262,-999.25,-999.25,-999.25
2990.5,12.9112,3.8279,65.8068,-999.25,-999.25,-999.25
2991,10.5042,2.4472,67.7108,-999.25,-999.25,-999.25
2991.5,10.9111,2.5227,66.7011,-999.25,-999.25,-999.25
2992,10.8235,2.9313,56.3919,-999.25,-999.25,-999.25
2992.5,8.1881,2.3067,71.6708,-999.25,-999.25,-999.25
2993,9.0425,3.6174,68.074,-999.25,-999.25,-999.25
2993.5,10.6238,3.2719,64.6809,-999.25,-999.25,-999.25
2994,9.6654,2.6152,71.5298,-999.25,-999.25,-999.25
2994.5,9.4526,1.7623,72.4252,-999.25,-999.25,-999.25
2995,9.0003,1.6256,65.2137,-999.25,-999.25,-999.25
2995.5,12.2445,2.4344,61.2206,-999.25,-999.25,-999.25
2996,9.1865,3.5674,62.2284,-999.25,-999.25,-999.25
2996.5,8.5167,3.017,63.194,-999.25,-999.25,-999.25
2997,9.9847,2.8558,72.9768,-999.25,-999.25,-999.25
2997.5,11.8389,3.1162,71.9694,-999.25,-999.25,-999.25
2998,10.5982,3.47,68.8993,-999.25,-999.25,-999.25
2998.5,10.5418,2.4471,63.2104,-999.25,-999.25,-999.25
2999,9.5027,1.9972,65.7304,-999.25,-999.25,-999.25
2999.5,11.3775,4.0142,49.1849,-999.25,-999.25,-999.25
3000,10.3165,2.4886,65.4556,-999.25,-999.25,-999.25
3000.5,10.0372,1.8483,66.1875,-999.25,-999.25,-999.25
3001,10.2945,1.8854,73.2265,-999.25,-999.25,-999.25
3001.5,12.4386,3.1472,69.4662,-999.25,-999.25,-999.25
3002,11.93,3.415,61.1877,-999.25,-999.25,-999.25
3002.5,13.484,3.3947,65.1695,-999.25,-999.25,-999.25
3003,8.6482,2.1392,61.547,-999.25,-999.25,-999.25
3003.5,9.6498,2.924,66.2097,-999.25,-999.25,-999.25
3004,11.221,3.4214,62.8061,-999.25,-999.25,-999.25
3004.5,9.4588,2.9888,71.0827,-999.25,-999.25,-999.25
3005,9.9158,3.189,64.7185,-999.25,-999.25,-999.25
3005.5,9.9393,3.2694,67.8602,-999.25,-999.25,-999.25
3006,9.8031,3.3709,65.5078,-999.25,-999.25,-999.25
3006.5,10.4754,3.4117,73.1718,-999.25,-999.25,-999.25
3007,10.7531,3.2485,72.1884,-999.25,-999.25,-999.25
3007.5,10.4213,2.1934,77.1796,-999.25,-999.25,-999.25
3008,11.9112,2.4768,66.7022,-999.25,-999.25,-999.25
3008.5,11.5841,3.0138,62.4805,-999.25,-999.25,-999.25
3009,11.4839,3.3063,66.2705,-999.25,-999.25,-999.25
3009.5,11.1953,3.0349,64.2803,-999.25,-999.25,-999.25
3010,10.4529,2.0341,75.9249,-999.25,-999.25,-999.25
3010.5,9.2773,3.179,69.7312,-999.25,-999.25,-999.25
3011,10.113,3.5415,64.3231,-999.25,-999.25,-999.25
3011.5,9.6388,3.0959,65.9255,-999.25,-999.25,-999.25
3012,9.1396,3.217,64.8008,-999.25,-999.25,-999.25
3012.5,9.5402,3.5114,67.0411,-999.25,-999.25,-999.25
3013,9.3116,3.5008,67.215,-999.25,-999.25,-999.25
3013.5,10.9769,2.7372,70.987,-999.25,-999.25,-999.25
3014,10.6463,2.7226,70.2588,-999.25,-999.25,-999.25
3014.5,8.9105,2.5066,69.6154,-999.25,-999.25,-999.25
3015,8.3242,2.9715,65.2079,-999.25,-999.25,-999.25
3015.5,10.3462,3.506,65.5469,-999.25,-999.25,-999.25
3016,10.6032,3.5077,68.7759,-999.25,-999.25,-999.25
3016.5,10.5637,3.1174,67.8816,-999.25,-999.25,-999.25
3017,9.2485,2.8053,62.8256,-999.25,-999.25,-999.25
3017.5,10.3211,2.2142,77.2499,-999.25,-999.25,-999.25
3018,12.6339,3.6181,61.9457,-999.25,-999.25,-999.25
3018.5,10.4557,3.4686,64.7473,-999.25,-999.25,-999.25
3019,10.6304,3.9306,66.3742,-999.25,-999.25,-999.25
3019.5,8.9067,4.1024,60.786,-999.25,-999.25,-999.25
3020,8.8393,3.4864,64.244,-999.25,-999.25,-999.25
3020.5,8.7501,3.4292,67.539,-999.25,-999.25,-999.25
3021,9.9984,3.7776,64.5116,-999.25,-999.25,-999.25
3021.5,8.6951,4.2151,60.762,-999.25,-999.25,-999.25
3022,9.4745,3.8578,63.0157,-999.25,-999.25,-999.25
3022.5,8.1693,3.488,58.3718,-999.25,-999.25,-999.25
3023,8.379,3.0302,61.604,-999.25,-999.25,-999.25
3023.5,9.8628,3.9171,67.5256,-999.25,-999.25,-999.25
3024,9.7568,3.3198,66.989,-999.25,-999.25,-999.25
3024.5,8.2528,2.791,60.3435,-999.25,-999.25,-999.25
3025,9.4557,2.9479,57.5741,-999.25,-999.25,-999.25
3025.5,9.9862,3.0269,61.273,-999.25,-999.25,-999.25
3026,11.2232,4.1596,63.0034,-999.25,-999.25,-999.25
3026.5,10.806,3.5908,61.5099,-999.25,-999.25,-999.25
3027,10.5465,2.5376,63.194,-999.25,-999.25,-999.25
3027.5,11.099,3.0566,61.9229,-999.25,-999.25,-999.25
3028,10.5832,3.5143,58.1659,-999.25,-999.25,-999.25
3028.5,8.5777,3.1291,68.51,-999.25,-999.25,-999.25
3029,9.7705,2.8836,67.5146,-999.25,-999.25,-999.25
3029.5,10.3503,3.3452,63.2025,-999.25,-999.25,-999.25
3030,9.728,2.4381,71.1161,-999.25,-999.25,-999.25
3030.5,9.0514,1.9481,67.5261,-999.25,-999.25,-999.25
3031,10.3477,3.0117,70.2018,-999.25,-999.25,-999.25
3031.5,10.0433,3.3497,66.2465,-999.25,-999.25,-999.25
3032,10.637,3.1172,67.8711,-999.25,-999.25,-999.25
3032.5,10.2227,2.6527,66.791,-999.25,-999.25,-999.25
3033,10.6506,2.7433,66.75,-999.25,-999.25,-999.25
3033.5,8.7431,2.56,70.2178,-999.25,-999.25,-999.25
3034,9.4488,2.5684,71.4625,-999.25,-999.25,-999.25
3034.5,9.9146,2.5118,66.823,-999.25,-999.25,-999.25
3035,9.4028,2.1527,71.1263,-999.25,-999.25,-999.25
3035.5,10.796,2.2149,72.4117,-999.25,-999.25,-999.25
3036,9.0828,1.7394,73.8151,-999.25,-999.25,-999.25
3036.5,10.581,2.45,65.5332,-999.25,-999.25,-999.25
3037,9.8712,2.1019,71.5818,-999.25,-999.25,-999.25
3037.5,10.2372,2.1343,73.5394,-999.25,-999.25,-999.25
3038,9.3336,2.3191,69.1435,-999.25,-999.25,-999.25
3038.5,9.4705,2.1024,71.4786,-999.25,-999.25,-999.25
3039,11.1032,2.2138,70.41,-999.25,-999.25,-999.25
3039.5,10.0741,2.2323,69.5206,-999.25,-999.25,-999.25
3040,10.7244,2.361,73.8282,-999.25,-999.25,-999.25
3040.5,10.5506,2.0309,71.1204,-999.25,-999.25,-999.25
3041,9.8482,2.2125,69.1216,-999.25,-999.25,-999.25
3041.5,10.209,2.228,69.1377,-999.25,-999.25,-999.25
3042,9.6093,2.198,71.1233,-999.25,-999.25,-999.25
3042.5,10.1498,2.2733,69.8758,-999.25,-999.25,-999.25
3043,9.6081,2.3541,69.8379,-999.25,-999.25,-999.25
3043.5,10.1019,2.5575,64.6262,-999.25,-999.25,-999.25
3044,9.2038,3.2366,65.5492,-999.25,-999.25,-999.25
3044.5,8.4311,2.2633,67.4912,-999.25,-999.25,-999.25
3045,10.5528,3.1107,65.1692,-999.25,-999.25,-999.25
3045.5,9.1613,4.3172,69.0794,-999.25,-999.25,-999.25
3046,8.8904,4.4454,60.3055,-999.25,-999.25,-999.25
3046.5,9.3166,4.9121,65.5171,-999.25,-999.25,-999.25
3047,9.8117,5.3505,62.9426,-999.25,-999.25,-999.25
3047.5,8.5415,4.8546,65.7685,-999.25,-999.25,-999.25
3048,8.4996,4.5834,62.3489,-999.25,-999.25,-999.25
3048.5,8.6927,4.7193,65.3521,-999.25,-999.25,-999.25
3049,9.4611,4.7106,61.5531,-999.25,-999.25,-999.25
3049.5,8.7113,5.0539,64.3627,-999.25,-999.25,-999.25
3050,8.6547,4.3992,61.6445,-999.25,-999.25,-999.25
3050.5,8.8039,3.278,66.7837,-999.25,-999.25,-999.25
3051,12.8644,3.7004,66.4578,-999.25,-999.25,-999.25
3051.5,10.2123,3.1095,65.2115,-999.25,-999.25,-999.25
3052,13.5317,2.9564,69.8466,-999.25,-999.25,-999.25
3052.5,14.3199,3.1738,59.5616,-999.25,-999.25,-999.25
3053,11.2424,2.7067,70.5949,-999.25,-999.25,-999.25
3053.5,11.8516,4.4128,69.4725,-999.25,-999.25,-999.25
3054,7.3798,5.2584,61.2197,-999.25,-999.25,-999.25
3054.5,9.4178,5.3353,63.1806,-999.25,-999.25,-999.25
3055,10.9111,3.9649,65.1823,-999.25,-999.25,-999.25
3055.5,9.4524,2.4164,68.5941,-999.25,-999.25,-999.25
3056,10.0333,2.571,68.6456,-999.25,-999.25,-999.25
3056.5,11.9081,3.6083,64.8035,-999.25,-999.25,-999.25
3057,11.5941,3.4382,65.5346,-999.25,-999.25,-999.25
3057.5,9.3221,2.8343,68.7664,-999.25,-999.25,-999.25
3058,9.6879,2.7638,67.9061,-999.25,-999.25,-999.25
3058.5,9.3189,4.315,67.1389,-999.25,-999.25,-999.25
3059,10.1652,4.7358,64.2521,-999.25,-999.25,-999.25
3059.5,11.7574,4.4999,64.2637,-999.25,-999.25,-999.25
3060,11.2597,3.5824,66.2567,-999.25,-999.25,-999.25
3060.5,11.2047,2.9731,67.5028,-999.25,-999.25,-999.25
3061,11.3099,2.5775,67.5189,-999.25,-999.25,-999.25
3061.5,10.0836,2.5141,71.1131,-999.25,-999.25,-999.25
3062,8.727,2.522,69.1506,-999.25,-999.25,-999.25
3062.5,10.707,2.4641,70.7681,-999.25,-999.25,-999.25
3063,12.4206,3.0216,69.49,-999.25,-999.25,-999.25
3063.5,12.7121,3.3785,67.5101,-999.25,-999.25,-999.25
3064,11.9489,3.2581,66.2654,-999.25,-999.25,-999.25
3064.5,11.628,2.9292,67.5189,-999.25,-999.25,-999.25
3065,13.5568,2.9866,66.788,-999.25,-999.25,-999.25
3065.5,10.0428,3.3231,62.281,-999.25,-999.25,-999.25
