DEPT,ECGR,ATRT,DTCO,DTSM,RHOB,NPHI
1808.5,40.7954,0.5228,-999.25,-999.25,-999.25,-999.25
1809,46.8272,0.5776,-999.25,-999.25,-999.25,-999.25
1809.5,44.0599,0.4128,-999.25,-999.25,-999.25,-999.25
1810,50.697,0.3626,-999.25,-999.25,-999.25,-999.25
1810.5,49.1404,0.4911,-999.25,-999.25,-999.25,-999.25
1811,63.3875,0.4364,-999.25,-999.25,-999.25,-999.25
1811.5,67.0627,0.4907,-999.25,-999.25,-999.25,-999.25
1812,54.9992,0.6372,-999.25,-999.25,-999.25,-999.25
1812.5,48.8377,0.6331,-999.25,-999.25,-999.25,-999.25
1813,51.7131,0.594,-999.25,-999.25,-999.25,-999.25
1813.5,53.9615,0.6281,-999.25,-999.25,-999.25,-999.25
1814,43.5843,0.7051,-999.25,-999.25,-999.25,-999.25
1814.5,43.8005,0.7441,-999.25,-999.25,-999.25,-999.25
1815,53.2264,0.7835,-999.25,-999.25,-999.25,-999.25
1815.5,61.7444,0.6403,-999.25,-999.25,-999.25,-999.25
1816,66.8033,0.8021,-999.25,-999.25,-999.25,-999.25
1816.5,69.1165,0.8973,-999.25,-999.25,-999.25,-999.25
1817,88.8116,0.9927,-999.25,-999.25,-999.25,-999.25
1817.5,104.0748,1.1621,-999.25,-999.25,-999.25,-999.25
1818,86.974,0.9036,-999.25,-999.25,-999.25,-999.25
1818.5,67.5816,0.8771,-999.25,-999.25,-999.25,-999.25
1819,76.0131,0.7798,-999.25,-999.25,-999.25,-999.25
1819.5,52.3184,0.7514,-999.25,-999.25,-999.25,-999.25
1820,32.9044,0.8403,-999.25,-999.25,-999.25,-999.25
1820.5,41.725,0.6911,-999.25,-999.25,-999.25,-999.25
1821,38.6983,0.4495,-999.25,-999.25,-999.25,-999.25
1821.5,38.6335,0.44,-999.25,-999.25,-999.25,-999.25
1822,44.1421,0.4722,-999.25,-999.25,-999.25,-999.25
1822.5,38.2011,0.5361,-999.25,-999.25,-999.25,-999.25
1823,39.6928,0.5117,-999.25,-999.25,-999.25,-999.25
1823.5,41.1485,0.489,-999.25,-999.25,-999.25,-999.25
1824,72.3594,0.5548,-999.25,-999.25,-999.25,-999.25
1824.5,45.8327,0.5932,-999.25,-999.25,-999.25,-999.25
1825,43.9446,0.5904,-999.25,-999.25,-999.25,-999.25
1825.5,43.4329,0.6181,-999.25,-999.25,-999.25,-999.25
1826,45.9192,0.5092,-999.25,-999.25,-999.25,-999.25
1826.5,39.9955,0.4519,-999.25,-999.25,-999.25,-999.25
1827,47.0434,0.6021,-999.25,-999.25,-999.25,-999.25
1827.5,62.9875,0.642,-999.25,-999.25,-999.25,-999.25
1828,61.7876,0.6155,-999.25,-999.25,-999.25,-999.25
1828.5,59.496,0.6601,-999.25,-999.25,-999.25,-999.25
1829,63.9928,0.5905,-999.25,-999.25,-999.25,-999.25
1829.5,65.9385,0.7118,-999.25,-999.25,-999.25,-999.25
1830,75.9698,0.8207,-999.25,-999.25,-999.25,-999.25
1830.5,81.0936,0.8397,-999.25,-999.25,-999.25,-999.25
1831,77.2237,0.9467,-999.25,-999.25,-999.25,-999.25
1831.5,64.7711,0.9176,-999.25,-999.25,-999.25,-999.25
1832,70.9109,1.284,-999.25,-999.25,-999.25,-999.25
1832.5,82.2826,0.7979,-999.25,-999.25,-999.25,-999.25
1833,78.91,0.6387,-999.25,-999.25,-999.25,-999.25
1833.5,66.3277,0.4544,-999.25,-999.25,-999.25,-999.25
1834,67.2789,0.4305,-999.25,-999.25,-999.25,-999.25
1834.5,75.1483,0.5253,-999.25,-999.25,-999.25,-999.25
1835,76.7049,0.3927,-999.25,-999.25,-999.25,-999.25
1835.5,62.674,0.515,-999.25,-999.25,-999.25,-999.25
1836,52.5563,0.3563,-999.25,-999.25,-999.25,-999.25
1836.5,50.3295,0.3979,-999.25,-999.25,-999.25,-999.25
1837,41.3791,0.4537,-999.25,-999.25,-999.25,-999.25
1837.5,45.4652,0.5063,-999.25,-999.25,-999.25,-999.25
1838,37.0553,0.4981,-999.25,-999.25,-999.25,-999.25
1838.5,42.5033,0.4667,-999.25,-999.25,-999.25,-999.25
1839,38.3885,0.7651,-999.25,-999.25,-999.25,-999.25
1839.5,33.8989,0.8742,-999.25,-999.25,-999.25,-999.25
1840,27.1105,0.7987,-999.25,-999.25,-999.25,-999.25
1840.5,29.2724,0.7729,-999.25,-999.25,-999.25,-999.25
1841,28.0401,0.7522,-999.25,-999.25,-999.25,-999.25
1841.5,24.4297,0.5095,-999.25,-999.25,-999.25,-999.25
1842,28.0833,0.6202,-999.25,-999.25,-999.25,-999.25
1842.5,35.9743,0.6818,-999.25,-999.25,-999.25,-999.25
1843,37.8336,0.744,-999.25,-999.25,-999.25,-999.25
1843.5,27.1537,0.8496,-999.25,-999.25,-999.25,-999.25
1844,34.0935,0.6193,-999.25,-999.25,-999.25,-999.25
1844.5,30.1371,0.5359,-999.25,-999.25,-999.25,-999.25
1845,36.8391,0.4798,-999.25,-999.25,-999.25,-999.25
1845.5,35.4122,0.4891,-999.25,-999.25,-999.25,-999.25
1846,38.1254,0.5112,-999.25,-999.25,-999.25,-999.25
1846.5,50.3987,0.5427,-999.25,-999.25,-999.25,-999.25
1847,42.1935,0.5809,-999.25,-999.25,-999.25,-999.25
1847.5,47.8433,0.5826,-999.25,-999.25,-999.25,-999.25
1848,36.8968,0.5528,-999.25,-999.25,-999.25,-999.25
1848.5,62.148,0.4913,-999.25,-999.25,-999.25,-999.25
1849,47.1298,0.4735,-999.25,-999.25,-999.25,-999.25
1849.5,45.53,0.4945,-999.25,-999.25,-999.25,-999.25
1850,55.5397,0.4052,-999.25,-999.25,-999.25,-999.25
1850.5,49.2918,0.322,-999.25,-999.25,-999.25,-999.25
1851,59.5176,0.3936,-999.25,-999.25,-999.25,-999.25
1851.5,70.6299,0.5076,-999.25,-999.25,-999.25,-999.25
1852,70.4353,0.5444,-999.25,-999.25,-999.25,-999.25
1852.5,75.3285,0.5716,-999.25,-999.25,-999.25,-999.25
1853,65.2035,0.7467,-999.25,-999.25,-999.25,-999.25
1853.5,79.7316,1.1668,-999.25,-999.25,-999.25,-999.25
1854,78.5065,1.5254,-999.25,-999.25,-999.25,-999.25
1854.5,100.0824,1.4533,-999.25,-999.25,-999.25,-999.25
1855,115.0934,1.5329,-999.25,-999.25,-999.25,-999.25
1855.5,89.4314,1.5568,-999.25,-999.25,-999.25,-999.25
1856,67.4951,1.0293,-999.25,-999.25,-999.25,-999.25
1856.5,58.1412,0.9557,-999.25,-999.25,-999.25,-999.25
1857,72.5108,0.8977,-999.25,-999.25,-999.25,-999.25
1857.5,64.209,0.9623,-999.25,-999.25,-999.25,-999.25
1858,48.2865,0.7609,-999.25,-999.25,-999.25,-999.25
1858.5,68.3815,0.6207,-999.25,-999.25,-999.25,-999.25
1859,59.1501,0.4139,-999.25,-999.25,-999.25,-999.25
1859.5,56.599,0.4361,-999.25,-999.25,-999.25,-999.25
1860,62.0038,0.5965,-999.25,-999.25,-999.25,-999.25
1860.5,61.8309,0.4225,-999.25,-999.25,-999.25,-999.25
1861,55.201,0.4375,-999.25,-999.25,-999.25,-999.25
1861.5,52.6211,0.4836,-999.25,-999.25,-999.25,-999.25
1862,54.8263,0.5367,-999.25,-999.25,-999.25,-999.25
1862.5,48.6648,0.6083,-999.25,-999.25,-999.25,-999.25
1863,38.72,0.6843,-999.25,-999.25,-999.25,-999.25
1863.5,60.1446,0.5998,-999.25,-999.25,-999.25,-999.25
1864,64.036,0.5997,-999.25,-999.25,-999.25,-999.25
1864.5,64.9224,0.5844,-999.25,-999.25,-999.25,-999.25
1865,69.0733,0.5562,-999.25,-999.25,-999.25,-999.25
1865.5,56.2099,0.5287,-999.25,-999.25,-999.25,-999.25
1866,58.0475,0.6084,-999.25,-999.25,-999.25,-999.25
1866.5,43.995,0.6313,-999.25,-999.25,-999.25,-999.25
1867,47.8649,0.5424,-999.25,-999.25,-999.25,-999.25
1867.5,55.0569,0.497,-999.25,-999.25,-999.25,-999.25
1868,49.7674,0.5215,-999.25,-999.25,-999.25,-999.25
1868.5,43.9879,0.5461,-999.25,-999.25,-999.25,-999.25
1869,37.2066,0.6153,-999.25,-999.25,-999.25,-999.25
1869.5,37.812,0.5936,-999.25,-999.25,-999.25,-999.25
1870,36.1473,0.5796,-999.25,-999.25,-999.25,-999.25
1870.5,34.8934,0.8894,-999.25,-999.25,-999.25,-999.25
1871,36.3635,1.2772,-999.25,-999.25,-999.25,-999.25
1871.5,38.5686,0.8495,-999.25,-999.25,-999.25,-999.25
1872,38.3525,0.8128,-999.25,-999.25,-999.25,-999.25
1872.5,36.9256,0.622,-999.25,-999.25,-999.25,-999.25
1873,32.645,0.7734,-999.25,-999.25,-999.25,-999.25
1873.5,34.2016,0.7652,-999.25,-999.25,-999.25,-999.25
1874,34.7204,0.624,-999.25,-999.25,-999.25,-999.25
1874.5,36.9256,0.6392,-999.25,-999.25,-999.25,-999.25
1875,36.9256,0.8212,-999.25,-999.25,-999.25,-999.25
1875.5,32.2775,0.9701,-999.25,-999.25,-999.25,-999.25
1876,26.5484,1.0541,-999.25,-999.25,-999.25,-999.25
1876.5,25.2945,1.0263,-999.25,-999.25,-999.25,-999.25
1877,30.0507,0.7802,-999.25,-999.25,-999.25,-999.25
1877.5,36.9688,0.6491,-999.25,-999.25,-999.25,-999.25
1878,31.5208,0.5689,-999.25,-999.25,-999.25,-999.25
1878.5,36.5364,0.4719,-999.25,-999.25,-999.25,-999.25
1879,35.9743,0.4839,-999.25,-999.25,-999.25,-999.25
1879.5,32.7098,0.4582,-999.25,-999.25,-999.25,-999.25
1880,31.2397,0.455,-999.25,-999.25,-999.25,-999.25
1880.5,36.8391,0.4848,-999.25,-999.25,-999.25,-999.25
1881,44.9535,0.5028,-999.25,-999.25,-999.25,-999.25
1881.5,54.6965,0.6923,-999.25,-999.25,-999.25,-999.25
1882,69.7435,0.6454,-999.25,-999.25,-999.25,-999.25
1882.5,70.0678,0.6441,-999.25,-999.25,-999.25,-999.25
1883,64.9008,0.6207,-999.25,-999.25,-999.25,-999.25
1883.5,57.6151,0.5616,-999.25,-999.25,-999.25,-999.25
1884,43.4978,0.5363,-999.25,-999.25,-999.25,-999.25
1884.5,32.5297,0.5351,-999.25,-999.25,-999.25,-999.25
1885,30.9154,0.6331,-999.25,-999.25,-999.25,-999.25
1885.5,31.4775,0.6792,-999.25,-999.25,-999.25,-999.25
1886,28.4797,0.8518,-999.25,-999.25,-999.25,-999.25
1886.5,24.4153,0.9338,-999.25,-999.25,-999.25,-999.25
1887,34.7637,0.8446,-999.25,-999.25,-999.25,-999.25
1887.5,34.2088,0.9077,-999.25,-999.25,-999.25,-999.25
1888,30.0291,1.0353,-999.25,-999.25,-999.25,-999.25
1888.5,34.9222,1.3128,-999.25,-999.25,-999.25,-999.25
1889,59.669,1.2924,-999.25,-999.25,-999.25,-999.25
1889.5,70.6948,1.5009,-999.25,-999.25,-999.25,-999.25
1890,62.9767,1.3192,-999.25,-999.25,-999.25,-999.25
1890.5,59.2942,1.0428,-999.25,-999.25,-999.25,-999.25
1891,54.4551,0.7997,-999.25,-999.25,-999.25,-999.25
1891.5,79.1911,0.6661,-999.25,-999.25,-999.25,-999.25
1892,59.741,0.5403,-999.25,-999.25,-999.25,-999.25
1892.5,45.8759,0.4574,-999.25,-999.25,-999.25,-999.25
1893,34.0863,0.3636,-999.25,-999.25,-999.25,-999.25
1893.5,27.2258,0.3988,-999.25,-999.25,-999.25,-999.25
1894,22.7001,0.4273,-999.25,-999.25,-999.25,-999.25
1894.5,26.8294,0.3401,-999.25,-999.25,-999.25,-999.25
1895,28.9265,0.3606,-999.25,-999.25,-999.25,-999.25
1895.5,27.1969,0.4261,-999.25,-999.25,-999.25,-999.25
1896,32.191,0.3522,-999.25,-999.25,-999.25,-999.25
1896.5,33.6827,0.406,-999.25,-999.25,-999.25,-999.25
1897,35.787,0.5075,-999.25,-999.25,-999.25,-999.25
1897.5,41.2494,0.5951,-999.25,-999.25,-999.25,-999.25
1898,53.8678,0.6422,-999.25,-999.25,-999.25,-999.25
1898.5,57.1611,0.6845,-999.25,-999.25,-999.25,-999.25
1899,61.6363,0.7497,-999.25,-999.25,-999.25,-999.25
1899.5,67.6464,0.5857,-999.25,-999.25,-999.25,-999.25
1900,66.3709,0.6395,-999.25,-999.25,-999.25,-999.25
1900.5,60.7499,0.8739,-999.25,-999.25,-999.25,-999.25
1901,70.2408,1.066,-999.25,-999.25,-999.25,-999.25
1901.5,69.0949,1.1102,-999.25,-999.25,-999.25,-999.25
1902,65.7368,0.9054,-999.25,-999.25,-999.25,-999.25
1902.5,66.025,1.4028,-999.25,-999.25,-999.25,-999.25
1903,62.0903,0.6298,-999.25,-999.25,-999.25,-999.25
1903.5,62.6668,0.3432,-999.25,-999.25,-999.25,-999.25
1904,63.9063,0.435,-999.25,-999.25,-999.25,-999.25
1904.5,55.9721,0.4368,-999.25,-999.25,-999.25,-999.25
1905,48.708,0.2819,-999.25,-999.25,-999.25,-999.25
1905.5,52.6211,0.4383,-999.25,-999.25,-999.25,-999.25
1906,44.8598,0.4109,-999.25,-999.25,-999.25,-999.25
1906.5,38.72,0.3907,-999.25,-999.25,-999.25,-999.25
1907,32.9044,0.6163,-999.25,-999.25,-999.25,-999.25
1907.5,37.2931,0.7114,-999.25,-999.25,-999.25,-999.25
1908,38.266,1.2902,-999.25,-999.25,-999.25,-999.25
1908.5,38.093,1.4231,-999.25,-999.25,-999.25,-999.25
1909,35.1312,1.2537,-999.25,-999.25,-999.25,-999.25
1909.5,29.0346,1.3035,-999.25,-999.25,-999.25,-999.25
1910,43.9551,0.7891,-999.25,-999.25,-999.25,-999.25
1910.5,48.3982,0.6891,-999.25,-999.25,-999.25,-999.25
1911,46.2795,0.8136,-999.25,-999.25,-999.25,-999.25
1911.5,46.8704,0.7956,-999.25,-999.25,-999.25,-999.25
1912,46.0056,0.7755,-999.25,-999.25,-999.25,-999.25
1912.5,44.9031,0.6502,-999.25,-999.25,-999.25,-999.25
1913,42.3304,0.6938,-999.25,-999.25,-999.25,-999.25
1913.5,40.99,0.6337,-999.25,-999.25,-999.25,-999.25
1914,43.0222,0.5184,-999.25,-999.25,-999.25,-999.25
1914.5,48.0162,0.6678,-999.25,-999.25,-999.25,-999.25
1915,43.087,0.6705,-999.25,-999.25,-999.25,-999.25
1915.5,42.8925,0.9266,-999.25,-999.25,-999.25,-999.25
1916,49.3782,0.941,-999.25,-999.25,-999.25,-999.25
1916.5,53.2264,0.8821,-999.25,-999.25,-999.25,-999.25
1917,52.8373,1.1581,-999.25,-999.25,-999.25,-999.25
1917.5,57.7809,1.424,-999.25,-999.25,-999.25,-999.25
1918,58.0547,1.2808,-999.25,-999.25,-999.25,-999.25
1918.5,70.2408,1.1128,-999.25,-999.25,-999.25,-999.25
1919,52.2464,1.0909,-999.25,-999.25,-999.25,-999.25
1919.5,52.5346,0.9742,-999.25,-999.25,-999.25,-999.25
1920,50.7186,0.8863,-999.25,-999.25,-999.25,-999.25
1920.5,53.4571,0.4766,-999.25,-999.25,-999.25,-999.25
1921,66.2325,0.4904,-999.25,-999.25,-999.25,-999.25
1921.5,61.9174,0.5491,-999.25,-999.25,-999.25,-999.25
1922,58.134,0.7106,-999.25,-999.25,-999.25,-999.25
1922.5,78.9137,1.2994,-999.25,-999.25,-999.25,-999.25
1923,74.0385,2.1019,-999.25,-999.25,-999.25,-999.25
1923.5,52.7076,1.462,-999.25,-999.25,-999.25,-999.25
1924,53.2697,1.4591,-999.25,-999.25,-999.25,-999.25
1924.5,48.8594,1.4903,-999.25,-999.25,-999.25,-999.25
1925,49.843,1.1282,-999.25,-999.25,-999.25,-999.25
1925.5,39.3037,1.1835,-999.25,-999.25,-999.25,-999.25
1926,35.8446,0.6965,-999.25,-999.25,-999.25,-999.25
1926.5,48.4991,0.4839,-999.25,-999.25,-999.25,-999.25
1927,60.159,0.8432,-999.25,-999.25,-999.25,-999.25
1927.5,71.646,0.8597,-999.25,-999.25,-999.25,-999.25
1928,81.4611,0.899,-999.25,-999.25,-999.25,-999.25
1928.5,69.5273,0.9136,-999.25,-999.25,-999.25,-999.25
1929,57.2476,0.8058,-999.25,-999.25,-999.25,-999.25
1929.5,62.7605,0.6214,-999.25,-999.25,-999.25,-999.25
1930,57.0314,0.6197,-999.25,-999.25,-999.25,-999.25
1930.5,52.3184,0.6374,-999.25,-999.25,-999.25,-999.25
1931,49.8539,0.5884,-999.25,-999.25,-999.25,-999.25
1931.5,56.2099,0.7284,-999.25,-999.25,-999.25,-999.25
1932,49.0756,0.8423,-999.25,-999.25,-999.25,-999.25
1932.5,35.369,0.7343,-999.25,-999.25,-999.25,-999.25
1933,69.1814,0.5617,-999.25,-999.25,-999.25,-999.25
1933.5,83.2339,0.4211,-999.25,-999.25,-999.25,-999.25
1934,78.4993,0.4818,-999.25,-999.25,-999.25,-999.25
1934.5,77.6129,0.6818,-999.25,-999.25,-999.25,-999.25
1935,66.6736,0.6726,-999.25,-999.25,-999.25,-999.25
1935.5,73.88,0.5337,-999.25,-999.25,-999.25,-999.25
1936,65.8953,0.6013,-999.25,-999.25,-999.25,-999.25
1936.5,67.4569,0.4407,-999.25,-999.25,-999.25,-999.25
1937,77.4342,0.5108,-999.25,-999.25,-999.25,-999.25
1937.5,75.6082,0.4476,-999.25,-999.25,-999.25,-999.25
1938,82.9111,0.9747,-999.25,-999.25,-999.25,-999.25
1938.5,62.2085,1.2019,-999.25,-999.25,-999.25,-999.25
1939,78.1125,0.8245,-999.25,-999.25,-999.25,-999.25
1939.5,101.8985,0.7147,-999.25,-999.25,-999.25,-999.25
1940,91.4059,0.6768,-999.25,-999.25,-999.25,-999.25
1940.5,45.2706,0.3722,-999.25,-999.25,-999.25,-999.25
1941,33.798,0.2833,-999.25,-999.25,-999.25,-999.25
1941.5,69.8992,0.4101,-999.25,-999.25,-999.25,-999.25
1942,66.3709,0.4793,-999.25,-999.25,-999.25,-999.25
1942.5,44.2184,0.4171,-999.25,-999.25,-999.25,-999.25
1943,48.3405,0.3744,-999.25,-999.25,-999.25,-999.25
1943.5,47.4109,0.383,-999.25,-999.25,-999.25,-999.25
1944,56.7936,0.6445,-999.25,-999.25,-999.25,-999.25
1944.5,43.4546,0.3067,-999.25,-999.25,-999.25,-999.25
1945,44.7517,0.2005,-999.25,-999.25,-999.25,-999.25
1945.5,64.1441,0.4705,-999.25,-999.25,-999.25,-999.25
1946,53.5471,0.507,-999.25,-999.25,-999.25,-999.25
1946.5,45.7894,0.5923,-999.25,-999.25,-999.25,-999.25
1947,47.4757,0.6143,-999.25,-999.25,-999.25,-999.25
1947.5,61.8093,0.5253,-999.25,-999.25,-999.25,-999.25
1948,64.7279,0.5528,-999.25,-999.25,-999.25,-999.25
1948.5,49.2918,1.0137,-999.25,-999.25,-999.25,-999.25
1949,53.14,0.5939,-999.25,-999.25,-999.25,-999.25
1949.5,47.3604,0.4731,-999.25,-999.25,-999.25,-999.25
1950,62.2056,0.8388,-999.25,-999.25,-999.25,-999.25
1950.5,63.2462,0.8597,-999.25,-999.25,-999.25,-999.25
1951,74.979,0.9925,-999.25,-999.25,-999.25,-999.25
1951.5,56.0802,0.6771,-999.25,-999.25,-999.25,-999.25
1952,57.7665,0.4831,-999.25,-999.25,-999.25,-999.25
1952.5,60.2959,0.6469,-999.25,-999.25,-999.25,-999.25
1953,63.0199,0.526,-999.25,-999.25,-999.25,-999.25
1953.5,61.312,0.5592,-999.25,-999.25,-999.25,-999.25
1954,65.744,0.6462,-999.25,-999.25,-999.25,-999.25
1954.5,68.2302,1.1095,-999.25,-999.25,-999.25,-999.25
1955,64.8288,0.6962,-999.25,-999.25,-999.25,-999.25
1955.5,79.3929,0.9924,-999.25,-999.25,-999.25,-999.25
1956,89.6332,1.2755,-999.25,-999.25,-999.25,-999.25
1956.5,91.7735,1.3307,-999.25,-999.25,-999.25,-999.25
1957,81.2449,1.2836,-999.25,-999.25,-999.25,-999.25
1957.5,82.0881,1.2567,-999.25,-999.25,-999.25,-999.25
1958,70.6948,1.334,-999.25,-999.25,-999.25,-999.25
1958.5,81.7422,1.4527,-999.25,-999.25,-999.25,-999.25
1959,60.0941,1.3623,-999.25,-999.25,-999.25,-999.25
1959.5,57.435,1.4246,-999.25,-999.25,-999.25,-999.25
1960,57.5935,1.6753,-999.25,-999.25,-999.25,-999.25
1960.5,56.7504,1.3809,-999.25,-999.25,-999.25,-999.25
1961,45.0559,1.3493,-999.25,-999.25,-999.25,-999.25
1961.5,82.5132,2.1662,-999.25,-999.25,-999.25,-999.25
1962,81.9151,1.38,-999.25,-999.25,-999.25,-999.25
1962.5,81.4827,0.8329,-999.25,-999.25,-999.25,-999.25
1963,67.9707,0.9321,-999.25,-999.25,-999.25,-999.25
1963.5,57.262,1.6919,-999.25,-999.25,-999.25,-999.25
1964,80.0018,1.8164,-999.25,-999.25,-999.25,-999.25
1964.5,84.2067,1.7681,-999.25,-999.25,-999.25,-999.25
1965,91.1897,1.3884,-999.25,-999.25,-999.25,-999.25
1965.5,86.3687,1.336,-999.25,-999.25,-999.25,-999.25
1966,87.7307,1.1788,-999.25,-999.25,-999.25,-999.25
1966.5,98.8862,1.5072,-999.25,-999.25,-999.25,-999.25
1967,79.671,2.5475,-999.25,-999.25,-999.25,-999.25
1967.5,58.2724,1.2731,-999.25,-999.25,-999.25,-999.25
1968,85.2445,1.1826,-999.25,-999.25,-999.25,-999.25
1968.5,52.7256,1.0629,-999.25,-999.25,-999.25,-999.25
1969,52.8114,1.1489,-999.25,-999.25,-999.25,-999.25
1969.5,61.8064,1.2288,-999.25,-999.25,-999.25,-999.25
1970,38.1362,1.2302,-999.25,-999.25,-999.25,-999.25
1970.5,53.4571,1.0479,-999.25,-999.25,-999.25,-999.25
1971,72.8134,1.098,-999.25,-999.25,-999.25,-999.25
1971.5,49.544,1.0605,-999.25,-999.25,-999.25,-999.25
1972,52.3941,1.151,-999.25,-999.25,-999.25,-999.25
1972.5,80.4292,1.4948,-999.25,-999.25,-999.25,-999.25
1973,68.8031,2.8648,-999.25,-999.25,-999.25,-999.25
1973.5,58.8907,2.7912,-999.25,-999.25,-999.25,-999.25
1974,67.7978,3.5215,-999.25,-999.25,-999.25,-999.25
1974.5,49.3782,2.5368,-999.25,-999.25,-999.25,-999.25
1975,53.6156,2.2947,-999.25,-999.25,-999.25,-999.25
1975.5,55.8712,2.4979,-999.25,-999.25,-999.25,-999.25
1976,51.3528,1.4512,-999.25,-999.25,-999.25,-999.25
1976.5,63.3442,0.8986,-999.25,-999.25,-999.25,-999.25
1977,67.8951,0.8437,-999.25,-999.25,-999.25,-999.25
1977.5,70.9109,2.2489,-999.25,-999.25,-999.25,-999.25
1978,86.2534,3.2233,-999.25,-999.25,-999.25,-999.25
1978.5,76.7697,2.4583,-999.25,-999.25,-999.25,-999.25
1979,68.9436,0.9971,-999.25,-999.25,-999.25,-999.25
1979.5,78.9187,1.0568,-999.25,-999.25,-999.25,-999.25
1980,73.4476,1.2473,-999.25,-999.25,-999.25,-999.25
1980.5,54.6965,1.7515,-999.25,-999.25,-999.25,-999.25
1981,63.5892,4.2253,-999.25,-999.25,-999.25,-999.25
1981.5,55.2899,5.2763,-999.25,-999.25,-999.25,-999.25
1982,42.316,5.3868,-999.25,-999.25,-999.25,-999.25
1982.5,50.87,4.768,-999.25,-999.25,-999.25,-999.25
1983,65.2467,5.875,-999.25,-999.25,-999.25,-999.25
1983.5,55.1938,4.6116,-999.25,-999.25,-999.25,-999.25
1984,45.9768,6.333,-999.25,-999.25,-999.25,-999.25
1984.5,54.048,5.2529,-999.25,-999.25,-999.25,-999.25
1985,48.9668,4.8167,-999.25,-999.25,-999.25,-999.25
1985.5,55.3019,5.586,-999.25,-999.25,-999.25,-999.25
1986,45.3802,3.9421,-999.25,-999.25,-999.25,-999.25
1986.5,37.5886,2.0038,-999.25,-999.25,-999.25,-999.25
1987,39.6331,1.3669,-999.25,-999.25,-999.25,-999.25
1987.5,41.1997,1.3338,-999.25,-999.25,-999.25,-999.25
1988,48.0955,1.194,-999.25,-999.25,-999.25,-999.25
1988.5,29.6183,1.2343,-999.25,-999.25,-999.25,-999.25
1989,35.4122,1.4678,-999.25,-999.25,-999.25,-999.25
1989.5,50.6394,1.3926,-999.25,-999.25,-999.25,-999.25
1990,52.1455,1.3765,-999.25,-999.25,-999.25,-999.25
1990.5,55.6046,1.7083,-999.25,-999.25,-999.25,-999.25
1991,35.8014,1.3447,-999.25,-999.25,-999.25,-999.25
1991.5,29.3589,1.4553,-999.25,-999.25,-999.25,-999.25
1992,38.1579,1.7445,-999.25,-999.25,-999.25,-999.25
1992.5,35.542,1.9498,-999.25,-999.25,-999.25,-999.25
1993,39.1307,2.3928,-999.25,-999.25,-999.25,-999.25
1993.5,35.9023,3.728,-999.25,-999.25,-999.25,-999.25
1994,35.7149,3.0512,-999.25,-999.25,-999.25,-999.25
1994.5,37.2859,2.2372,-999.25,-999.25,-999.25,-999.25
1995,31.3839,1.2856,-999.25,-999.25,-999.25,-999.25
1995.5,47.8757,1.4057,-999.25,-999.25,-999.25,-999.25
1996,54.8119,1.1611,-999.25,-999.25,-999.25,-999.25
1996.5,35.9239,0.8814,-999.25,-999.25,-999.25,-999.25
1997,29.3372,0.8028,-999.25,-999.25,-999.25,-999.25
1997.5,35.542,0.6883,-999.25,-999.25,-999.25,-999.25
1998,31.4343,0.6597,-999.25,-999.25,-999.25,-999.25
1998.5,20.5382,0.5495,-999.25,-999.25,-999.25,-999.25
1999,30.656,0.7319,-999.25,-999.25,-999.25,-999.25
1999.5,27.2186,0.9172,-999.25,-999.25,-999.25,-999.25
2000,79.2127,0.9588,-999.25,-999.25,-999.25,-999.25
2000.5,77.3535,1.0038,-999.25,-999.25,-999.25,-999.25
2001,39.6064,1.0358,-999.25,-999.25,-999.25,-999.25
2001.5,32.472,1.0387,-999.25,-999.25,-999.25,-999.25
2002,26.4042,1.0019,-999.25,-999.25,-999.25,-999.25
2002.5,74.6294,0.9519,-999.25,-999.25,-999.25,-999.25
2003,50.7186,0.9464,-999.25,-999.25,-999.25,-999.25
2003.5,40.4279,0.8547,-999.25,-999.25,-999.25,-999.25
2004,30.0291,0.6798,-999.25,-999.25,-999.25,-999.25
2004.5,24.8188,0.85,-999.25,-999.25,-999.25,-999.25
2005,24.8188,0.8884,-999.25,-999.25,-999.25,-999.25
2005.5,25.4386,0.7808,-999.25,-999.25,-999.25,-999.25
2006,23.0893,0.765,-999.25,-999.25,-999.25,-999.25
2006.5,22.0083,0.7451,-999.25,-999.25,-999.25,-999.25
2007,23.0677,0.7978,-999.25,-999.25,-999.25,-999.25
2007.5,26.2313,0.7015,-999.25,-999.25,-999.25,-999.25
2008,27.932,0.8353,-999.25,-999.25,-999.25,-999.25
2008.5,26.9267,0.9972,-999.25,-999.25,-999.25,-999.25
2009,62.3454,1.0291,-999.25,-999.25,-999.25,-999.25
2009.5,70.1867,0.8081,-999.25,-999.25,-999.25,-999.25
2010,61.5196,0.6545,-999.25,-999.25,-999.25,-999.25
2010.5,69.4697,0.6622,-999.25,-999.25,-999.25,-999.25
2011,62.9046,0.6651,-999.25,-999.25,-999.25,-999.25
2011.5,76.2163,0.6678,-999.25,-999.25,-999.25,-999.25
2012,64.1477,0.6477,-999.25,-999.25,-999.25,-999.25
2012.5,65.9709,0.5512,-999.25,-999.25,-999.25,-999.25
2013,53.0103,0.4647,-999.25,-999.25,-999.25,-999.25
2013.5,31.8667,0.422,-999.25,-999.25,-999.25,-999.25
2014,29.4064,0.4775,-999.25,-999.25,-999.25,-999.25
2014.5,27.2978,0.4554,-999.25,-999.25,-999.25,-999.25
